Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
HBCP,"Home Bancorp, Inc.",43.81,414465030.7,n/a,n/a,Finance,Banks,https://www.nasdaq.com/symbol/hbcp
HOMB,"Home BancShares, Inc.",22.61,3949123059,n/a,2006,Finance,Major Banks,https://www.nasdaq.com/symbol/homb
HFBL,"Home Federal Bancorp, Inc. of Louisiana",33.81,64038878.61,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/hfbl
HMST,"HomeStreet, Inc.",28.45,767738527.7,n/a,2012,Finance,Major Banks,https://www.nasdaq.com/symbol/hmst
HMTA,HomeTown Bankshares Corporation,15.75,91530857.25,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hmta
HTBI,"HomeTrust Bancshares, Inc.",28.95,551256288.6,n/a,2012,Finance,Savings Institutions,https://www.nasdaq.com/symbol/htbi
FIXX,"Homology Medicines, Inc.",20.02,750242473,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fixx
HOFT,Hooker Furniture Corporation,40.5,476929944,n/a,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/hoft
HOPE,"Hope Bancorp, Inc.",16.81,2184910882,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hope
HFBC,"HopFed Bancorp, Inc.",17.74,117962005.8,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hfbc
HBNC,"Horizon Bancorp, Inc.",19.57,750756864.8,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hbnc
HZNP,Horizon Pharma plc,20.58,3429240008,n/a,2011,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/hznp
HRZN,Horizon Technology Finance Corporation,11.67,134543255,n/a,2010,n/a,n/a,https://www.nasdaq.com/symbol/hrzn
DAX,Horizons DAX Germany ETF,28.28,18382000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dax
QYLD,Horizons NASDAQ-100 Covered Call ETF,25.2,357840000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qyld
HDP,"Hortonworks, Inc.",24.24,1971960336,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/hdp
HPT,Hospitality Properties Trust,28.97,4761617751,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/hpt
TWNK,"Hostess Brands, Inc.",12.2,1588131181,n/a,2015,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/twnk
TWNKW,"Hostess Brands, Inc.",1.38,0,n/a,2015,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/twnkw
HMHC,Houghton Mifflin Harcourt Company,6.65,821632703.5,n/a,2013,Consumer Services,Books,https://www.nasdaq.com/symbol/hmhc
HWCC,Houston Wire & Cable Company,8.3,137169443.7,n/a,2006,Consumer Non-Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/hwcc
HOVNP,Hovnanian Enterprises Inc,5.09,25450000,n/a,n/a,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/hovnp
HBMD,"Howard Bancorp, Inc.",18.5,351955840,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hbmd
HTGM,"HTG Molecular Diagnostics, Inc.",4.03,114539495.3,n/a,2015,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/htgm
HTHT,Huazhu Group Limited,29.08,4141855211,142429684,2010,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/htht
HUBG,"Hub Group, Inc.",47.75,1641719729,n/a,1996,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/hubg
HSON,"Hudson Global, Inc.",1.58,50608872.56,n/a,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/hson
HDSN,"Hudson Technologies, Inc.",1.4,59364396,n/a,n/a,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/hdsn
HUNT,Hunter Maritime Acquisition Corp.,9.87,187198121.3,n/a,2017,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/hunt
HUNTU,Hunter Maritime Acquisition Corp.,10.109,0,n/a,2016,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/huntu
HUNTW,Hunter Maritime Acquisition Corp.,0.31,0,n/a,2017,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/huntw
HBAN,Huntington Bancshares Incorporated,15.77,17413653529,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hban
HBANN,Huntington Bancshares Incorporated,25.6425,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hbann
HBANO,Huntington Bancshares Incorporated,26.21,20881220708,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hbano
HURC,"Hurco Companies, Inc.",44.7,300245340.6,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/hurc
HURN,Huron Consulting Group Inc.,47.85,1074997382,n/a,2004,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/hurn
HCM,Hutchison China MediTech Limited,28.35,837629723.7,29546022,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/hcm
HBP,"Huttig Building Products, Inc.",4.93,128528136.9,n/a,n/a,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/hbp
HVBC,"HV Bancorp, Inc.",15.5,33822937.5,n/a,2017,Finance,Major Banks,https://www.nasdaq.com/symbol/hvbc
HYGS,Hydrogenics Corporation,6.1,94191216.3,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/hygs
HYRE,HyreCar Inc.,2.57,30089665.37,n/a,2018,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/hyre
IDSY,"I.D. Systems, Inc.",6.08,107941796.8,n/a,1999,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/idsy
IIIV,"i3 Verticals, Inc.",21.79,573033594.3,n/a,2018,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/iiiv
IAC,IAC/InterActiveCorp,222.45,18511671256,n/a,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/iac
IAM,I-AM Capital Acquisition Company,10.13,22820286.59,n/a,2017,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/iam
IAMXR,I-AM Capital Acquisition Company,0.42,0,n/a,2017,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/iamxr
IAMXW,I-AM Capital Acquisition Company,0.33,0,n/a,2017,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/iamxw
IBKC,IBERIABANK Corporation,84.75,4748320709,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ibkc
IBKCO,IBERIABANK Corporation,26.91,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ibkco
IBKCP,IBERIABANK Corporation,27.22,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ibkcp
ICAD,icad inc.,2.85,48058800.45,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/icad
IEP,Icahn Enterprises L.P.,67.33,12266902120,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/iep
ICCH,"ICC Holdings, Inc.",15.18,53130000,n/a,2017,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/icch
ICFI,"ICF International, Inc.",79.25,1494680598,n/a,2006,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/icfi
ICHR,Ichor Holdings,22.26,542225329.8,n/a,2016,Technology,Semiconductors,https://www.nasdaq.com/symbol/ichr
ICLK,iClick Interactive Asia Group Limited,5.02,67297658.16,13405908,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/iclk
ICLR,ICON plc,145.97,7930239038,n/a,1998,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/iclr
ICON,"Iconix Brand Group, Inc.",0.2335,15958256.52,n/a,n/a,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/icon
ICUI,"ICU Medical, Inc.",282.85,5789240578,n/a,1992,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/icui
IPWR,Ideal Power Inc.,0.647,9058221.274,n/a,2013,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ipwr
INVE,"Identiv, Inc.",6.36,97647566.76,n/a,n/a,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/inve
IDRA,"Idera Pharmaceuticals, Inc.",8.28,224999502.8,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/idra
IDXX,"IDEXX Laboratories, Inc.",249.29,21586261416,n/a,1991,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/idxx
IESC,"IES Holdings, Inc.",19.1,405025737.6,n/a,n/a,Capital Goods,Engineering & Construction,https://www.nasdaq.com/symbol/iesc
IROQ,"IF Bancorp, Inc.",24.36,94307498.88,n/a,2011,Finance,Savings Institutions,https://www.nasdaq.com/symbol/iroq
IFMK,iFresh Inc.,3.2,46875190.4,n/a,n/a,Consumer Services,Food Chains,https://www.nasdaq.com/symbol/ifmk
INFO,IHS Markit Ltd.,55.45,21737313816,n/a,1996,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/info
IIVI,II-VI Incorporated,47.1,2995365665,n/a,1987,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/iivi
KANG,"iKang Healthcare Group, Inc.",16.85,864956938.6,51332756,2014,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/kang
IKNX,Ikonics Corporation,10.5,20827306.5,n/a,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/iknx
ILMN,"Illumina, Inc.",355.91,52318770000,n/a,2000,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/ilmn
ISNS,"Image Sensing Systems, Inc.",6.15,32409325.35,n/a,1995,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/isns
IMMR,Immersion Corporation,10.91,335705631.3,n/a,1999,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/immr
ICCC,ImmuCell Corporation,8.36,45843966.08,n/a,1987,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/iccc
IMDZ,Immune Design Corp.,3.3,158943932.4,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/imdz
IMGN,"ImmunoGen, Inc.",9.26,1379937451,n/a,1989,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/imgn
IMMU,"Immunomedics, Inc.",22.61,4224271769,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/immu
IMRN,Immuron Limited,9.1,3147489.8,345878,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/imrn
IMRNW,Immuron Limited,3.9925,0,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/imrnw
IMMP,Immutep Limited,3.06,22581560.7,7379595,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/immp
IMPV,"Imperva, Inc.",46.95,1642966751,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/impv
PI,"Impinj, Inc.",25.01,534859733.4,n/a,2016,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/pi
IMMY,"Imprimis Pharmaceuticals, Inc.",2.96,62306366.08,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/immy
IMV,IMV Inc.,5.4032,242567716.3,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/imv
INCY,Incyte Corporation,67.48,14344726259,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/incy
INDB,Independent Bank Corp.,90.15,2482581261,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/indb
IBCP,Independent Bank Corporation,24.15,583243148.3,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ibcp
IBTX,"Independent Bank Group, Inc",65.2,1986979650,n/a,2013,Finance,Major Banks,https://www.nasdaq.com/symbol/ibtx
INDU,Industrea Acquisition Corp.,10.18,70066547.7,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/indu
INDUU,Industrea Acquisition Corp.,11.1,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/induu
INDUW,Industrea Acquisition Corp.,0.95,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/induw
ILPT,Industrial Logistics Properties Trust,23.33,1516916600,n/a,2018,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ilpt
IDSA,"Industrial Services of America, Inc.",2.28,18485932.2,n/a,n/a,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/idsa
INFN,Infinera Corporation,7.18,1105720000,n/a,2007,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/infn
INFI,"Infinity Pharmaceuticals, Inc.",2.12,120523161.8,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/infi
IFRX,InflaRx N.V.,33,846849300,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/ifrx
III,"Information Services Group, Inc.",4.98,224609150.2,n/a,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/iii
IEA,"Infrastructure and Energy Alternatives, Inc.",10.5,226565325,n/a,2016,Finance,Business Services,https://www.nasdaq.com/symbol/iea
IEAWW,"Infrastructure and Energy Alternatives, Inc.",1.639,0,n/a,2016,Finance,Business Services,https://www.nasdaq.com/symbol/ieaww
IMKTA,"Ingles Markets, Incorporated",34.35,695923305.6,n/a,1987,Consumer Services,Food Chains,https://www.nasdaq.com/symbol/imkta
INWK,"InnerWorkings, Inc.",7.86,410064846,n/a,2006,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/inwk
INOD,Innodata Inc.,1.24,32088042.96,n/a,1993,Technology,EDP Services,https://www.nasdaq.com/symbol/inod
IPHS,"Innophos Holdings, Inc.",44.49,872381898.1,n/a,2006,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/iphs
IOSP,Innospec Inc.,76.15,1859314267,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/iosp
INNT,"Innovate Biopharmaceuticals, Inc.",6.11,157561240.1,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/innt
ISSC,"Innovative Solutions and Support, Inc.",2.6236,44182995.54,n/a,2000,Technology,EDP Services,https://www.nasdaq.com/symbol/issc
INVA,"Innoviva, Inc.",14.78,1500284471,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/inva
INGN,"Inogen, Inc",278.07,5936925193,n/a,2014,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/ingn
INOV,"Inovalon Holdings, Inc.",10.75,1641136312,n/a,2015,Technology,EDP Services,https://www.nasdaq.com/symbol/inov
INO,"Inovio Pharmaceuticals, Inc.",5.26,481273352.1,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ino
INPX,Inpixon ,0.1729,7580449.167,n/a,2014,Technology,EDP Services,https://www.nasdaq.com/symbol/inpx
INSG,Inseego Corp.,4.22,305579357.4,n/a,n/a,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/insg
NSIT,"Insight Enterprises, Inc.",54.09,1918394668,n/a,1995,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/nsit
ISIG,"Insignia Systems, Inc.",1.95,23071879.35,n/a,1991,Consumer Services,Advertising,https://www.nasdaq.com/symbol/isig
INSM,"Insmed, Inc.",19.88,1531572257,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/insm
INSE,"Inspired Entertainment, Inc.",6.3,135353654.1,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/inse
IIIN,"Insteel Industries, Inc.",37.51,715894779.4,n/a,n/a,Capital Goods,Steel/Iron Ore,https://www.nasdaq.com/symbol/iiin
PODD,Insulet Corporation,108.13,6379346908,n/a,2007,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/podd
INSY,"Insys Therapeutics, Inc.",8.29,615490005.5,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/insy
NTEC,Intec Pharma Ltd.,3.775,125428104.7,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ntec
IART,Integra LifeSciences Holdings Corporation,64.34,5477364570,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/iart
IDTI,"Integrated Device Technology, Inc.",47.06,6087107233,n/a,1984,Technology,Semiconductors,https://www.nasdaq.com/symbol/idti
IMTE,Integrated Media Technology Limited,10.4162,27536380.9,n/a,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/imte
INTC,Intel Corporation,45.57,2.10E+11,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/intc
NTLA,"Intellia Therapeutics, Inc.",30.97,1337923604,n/a,2016,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/ntla
IPCI,Intellipharmaceutics International Inc.,0.343,14933482.21,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ipci
IPAR,"Inter Parfums, Inc.",62.45,1955971033,n/a,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/ipar
IBKR,"Interactive Brokers Group, Inc.",58.07,24117277825,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ibkr
ICPT,"Intercept Pharmaceuticals, Inc.",118.07,3490702240,n/a,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/icpt
IDCC,"InterDigital, Inc.",81.9,2851055871,n/a,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/idcc
TILE,"Interface, Inc.",23.45,1395137724,n/a,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/tile
LINK,"Interlink Electronics, Inc.",5.0774,32915687.48,n/a,n/a,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/link
IMI,"Intermolecular, Inc.",1.28,63669688.32,n/a,2011,Technology,Semiconductors,https://www.nasdaq.com/symbol/imi
INAP,Internap Corporation,12.6,267352268.4,n/a,1999,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/inap
IBOC,International Bancshares Corporation,46.95,3105129145,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/iboc
IMXI,"International Money Express, Inc.",10.5,250879996.5,n/a,2017,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/imxi
IMXIW,"International Money Express, Inc.",1.6,0,n/a,2017,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/imxiw
ISCA,International Speedway Corporation,44.8,1976301734,n/a,1996,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/isca
IGLD,Internet Gold Golden Lines Ltd.,2.44,68327773.84,n/a,1999,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/igld
IIJI,"Internet Initiative Japan, Inc.",10.07,16027432.14,1591602,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/iiji
IDXG,"Interpace Diagnostics Group, Inc.",1.42,40035870.5,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/idxg
XENT,"Intersect ENT, Inc.",29.15,887749637,n/a,2014,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/xent
INTX,"Intersections, Inc.",1.76,42867452.32,n/a,2004,Technology,EDP Services,https://www.nasdaq.com/symbol/intx
IVAC,"Intevac, Inc.",5.3,119691622.5,n/a,1995,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ivac
INTL,INTL FCStone Inc.,53.52,1011884925,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/intl
ITCI,Intra-Cellular Therapies Inc.,21.72,1188285388,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/itci
IIN,IntriCon Corporation,58.05,488466369,n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/iin
INTU,Intuit Inc.,227.78,58920221604,n/a,1993,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/intu
ISRG,"Intuitive Surgical, Inc.",558.82,63564430479,n/a,2000,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/isrg
PLW,Invesco 1-30 Laddered Treasury ETF,31.37,152144500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/plw
ADRA,Invesco BLDRS Asia 50 ADR Index Fund,32.25,19350000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/adra
ADRD,Invesco BLDRS Developed Markets 100 ADR Index Fund,22.0998,58564470,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/adrd
ADRE,Invesco BLDRS Emerging Markets 50 ADR Index Fund,40.07,142248500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/adre
ADRU,Invesco BLDRS Europe Select ADR Index Fund,21.45,16087500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/adru
PKW,Invesco BuyBack Achievers ETF,60.88,1287612000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pkw
PFM,Invesco Dividend Achievers ETF,27.67,304370000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pfm
PYZ,Invesco DWA Basic Materials Momentum ETF,69.1545,100274025,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pyz
PEZ,Invesco DWA Consumer Cyclicals Momentum ETF,59.87,74837500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pez
PSL,Invesco DWA Consumer Staples Momentum ETF,73.4948,150664340,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/psl
PIZ,Invesco DWA Developed Markets Momentum ETF,27.48,250068000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/piz
PIE,Invesco DWA Emerging Markets Momentum ETF,17.77,238118000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pie
PXI,Invesco DWA Energy Momentum ETF,42.21,120298500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pxi
PFI,Invesco DWA Financial Momentum ETF,35.0651,38571610,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pfi
PTH,Invesco DWA Healthcare Momentum ETF,97.43,321519000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pth
PRN,Invesco DWA Industrials Momentum ETF,65.819,121765150,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/prn
DWLV,Invesco DWA Momentum & Low Volatility Rotation ETF,33.92,44096033.92,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwlv
PDP,Invesco DWA Momentum ETF,59.91,1665498000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pdp
DWAQ,Invesco DWA NASDAQ Momentum ETF,115.2826,57641300,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwaq
DWAS,Invesco DWA SmallCap Momentum ETF,58.63,448519500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwas
DWIN,Invesco DWA Tactical Multi-Asset Income ETF,25.37,62156525.37,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwin
DWTR,Invesco DWA Tactical Sector Rotation ETF,31.93,87807531.93,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwtr
PTF,Invesco DWA Technology Momentum ETF,67.5646,158776810,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ptf
PUI,Invesco DWA Utilities Momentum ETF,29.305,42492250,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pui
IDLB,Invesco FTSE International Low Beta Equal Weight ETF,28.9448,118673708.9,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/idlb
PRFZ,Invesco FTSE RAFI US 1500 Small-Mid ETF,143.56,2110332000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/prfz
PAGG,Invesco Global Agriculture ETF,27,20250000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pagg
PSAU,Invesco Global Gold and Precious Metals ETF,14.8748,23055940,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/psau
PIO,Invesco Global Water ETF,25.8829,183768590,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pio
PGJ,Invesco Golden Dragon China ETF,38.1,201930000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pgj
PEY,Invesco High Yield Equity Dividend Achievers ETF,18.34,790454000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pey
IPKW,Invesco International BuyBack Achievers ETF,34.01,292486000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ipkw
PID,Invesco International Dividend Achievers ETF,15.8,786840000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pid
KBWB,Invesco KBW Bank ETF,55.45,992555000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kbwb
KBWD,Invesco KBW High Dividend Yield Financial ETF,23.41,340615500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kbwd
KBWY,Invesco KBW Premium Yield Equity REIT ETF,35.0541,436423545,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kbwy
KBWP,Invesco KBW Property & Casualty Insurance ETF,63.5982,66778110,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kbwp
KBWR,Invesco KBW Regional Banking ETF,57.7376,190534080,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kbwr
LDRI,Invesco LadderRite 0-5 Year Corporate Bond ETF,24.5989,12299450,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ldri
LALT,Invesco Multi-Strategy Alternative ETF,21.4654,4293080,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lalt
PNQI,Invesco Nasdaq Internet ETF,134.85,660765000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pnqi
PDBC,Invesco Optimum Yield Diversified Commodity Strategy No K-1 ET,18.09,2152782360,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pdbc
QQQ,"Invesco QQQ Trust, Series 1",184.53,72917029500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qqq
USLB,Invesco Russell 1000 Low Beta Equal Weight ETF,33.06,163647033.1,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/uslb
PSCD,Invesco S&P SmallCap Consumer Discretionary ETF,69.8654,94318290,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pscd
PSCC,Invesco S&P SmallCap Consumer Staples ETF,85.53,89806500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pscc
PSCE,Invesco S&P SmallCap Energy ETF,15.58,57646000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/psce
PSCF,Invesco S&P SmallCap Financials ETF,59.12,263084000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pscf
PSCH,Invesco S&P SmallCap Health Care ETF,142.49,1296659000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/psch
